,S,gameID,Q,time,awayTeam,awayScore,homeScore,homeTeam,teamPoss,recTeam,down,distance,side,dist2goal,puntDist,puntEndLoc,surrenderIndex,percentiles,NFLpercentiles,play,result
160634,21,5155,4,4:06,PHI,26,20,COL,COL,PHI,4.0,8.0,PHI,34.0,14.0,20.0,364.6652951240318,99.85868135081137,99.99203599729223,"Punt by Banana (R), S. of 34 yards. Touchback.",Touchback
136769,1,20,4,7:56,OCO,13,10,BAL,BAL,OCO,4.0,3.0,OCO,36.0,16.0,20.0,353.89573852030685,99.85380829394279,99.99203599729223,"Punt by Harris, S. of 36 yards. Touchback.",Touchback
179313,22,5377,4,6:27,YKW,23,20,BAL,BAL,YKW,4.0,1.0,YKW,38.0,18.0,20.0,353.4728884397629,99.84893523707422,99.99203599729223,"Punt by Brand, F. of 38 yards. Touchback.",Touchback
326640,8,1925,4,5:03,YKW,17,38,OCO,YKW,OCO,4.0,2.0,OCO,36.0,16.0,20.0,348.0509328516142,99.84406218020564,99.99203599729223,"Punt by Forfeit, N. of 36 yards. Touchback.",Touchback
316823,8,1880,4,12:58,YKW,27,7,NO,NO,YKW,4.0,2.0,YKW,32.0,12.0,20.0,342.64010480335594,99.83918912333706,99.99203599729223,"Punt by Leg, P. of 32 yards. Touchback.",Touchback
122427,19,4812,4,3:44,COL,16,7,PHI,PHI,COL,4.0,1.0,COL,38.0,18.0,20.0,340.9543993843442,99.83431606646849,99.99203599729223,"Punt by Frost, B. of 38 yards. Touchback.",Touchback
123092,19,4815,4,4:32,OCO,27,10,SJS,SJS,OCO,4.0,4.0,OCO,35.0,15.0,20.0,328.5499103451242,99.82944300959993,99.98805399593836,"Punt by Bobby, K. of 35 yards. Touchback.",Touchback
10497,10,2570,3,3:54,BAL,21,7,PHI,PHI,BAL,4.0,1.0,BAL,31.0,11.0,20.0,322.0315743556132,99.82456995273135,99.98805399593836,"Punt by Meoff, B. of 31 yards. Touchback.",Touchback
324460,8,1915,4,3:55,BAL,21,31,PHI,BAL,PHI,4.0,3.0,PHI,37.0,17.0,20.0,321.8951425049678,99.81969689586278,99.98805399593836,"Punt by Turkleton, T. of 37 yards. Touchback.",Touchback
19035,11,2699,4,13:38,BAL,24,20,YKW,YKW,BAL,4.0,8.0,BAL,30.0,10.0,20.0,309.7634410941115,99.8148238389942,99.98805399593836,"Punt by Forfeit, N. of 30 yards. Touchback.",Touchback
15034,11,2681,3,1:30,AZ,24,17,BAL,BAL,AZ,4.0,5.0,AZ,31.0,24.0,7.0,304.5664337865161,99.80995078212563,99.98805399593836,"Punt by Turkleton, T. of 24 yards.",Returned
180746,22,5384,5,6:36,AZ,24,24,OCO,AZ,OCO,4.0,10.0,OCO,33.0,13.0,20.0,304.54203983783424,99.80507772525705,99.98805399593836,"Punt by Jay-Jaymison, J. of 33 yards. Touchback.",Touchback
77220,16,3876,4,10:01,PHI,14,17,OCO,PHI,OCO,4.0,9.0,OCO,32.0,12.0,20.0,300.93030047091213,99.80020466838847,99.98805399593836,"Punt by Frost, K. of 32 yards. Touchback.",Touchback
272227,4,758,4,7:16,YKW,27,10,COL,COL,YKW,4.0,1.0,YKW,37.0,17.0,20.0,294.52850806341115,99.79533161151991,99.98407199458448,"Punt by Kicksit, B. of 37 yards. Touchback.",Touchback
338554,9,2359,3,2:37,NO,20,7,COL,COL,NO,4.0,2.0,NO,31.0,11.0,20.0,280.4490548601857,99.79045855465134,99.97610799187672,"Punt by McCormick, M. of 31 yards. Touchback.",Touchback
124575,19,4822,4,4:37,YKW,33,27,COL,COL,YKW,4.0,3.0,YKW,39.0,19.0,20.0,279.5258771923,99.78558549778276,99.97610799187672,"Punt by Harris Jr, S. of 39 yards. Touchback.",Touchback
327441,8,1929,2,1:54,NO,13,14,OCO,NO,OCO,4.0,1.0,OCO,32.0,12.0,20.0,276.21627984010206,99.7782759124799,99.97610799187672,"Punt by Leg, P. of 32 yards. Touchback.",Touchback
134863,19,4872,2,10:13,COL,0,3,BAL,COL,BAL,4.0,1.0,BAL,32.0,12.0,20.0,276.21627984010206,99.7782759124799,99.97610799187672,"Punt by Harris Jr, S. of 32 yards. Touchback.",Touchback
43576,13,3037,4,5:36,OCO,20,28,PHI,OCO,PHI,4.0,10.0,PHI,31.0,11.0,20.0,274.30168187917843,99.77096632717704,99.97610799187672,"Punt by Anderson, A. of 31 yards. Touchback.",Touchback
239996,2,113,3,3:44,PHI,13,24,SJS,PHI,SJS,4.0,1.0,SJS,32.0,12.0,20.0,271.1578847030553,99.76609327030846,99.97610799187672,"Punt by Harris, S. of 32 yards. Touchback.",Touchback
50889,14,3205,4,8:10,YKW,0,31,OCO,YKW,OCO,4.0,7.0,OCO,32.0,12.0,20.0,269.15268378063513,99.76122021343988,99.97610799187672,"Punt by Forfeit, N. of 32 yards. Touchback.",Touchback
279008,5,1381,3,6:40,YKW,13,17,PHI,YKW,PHI,4.0,5.0,PHI,30.0,10.0,20.0,268.48222400457917,99.75634715657132,99.97610799187672,"Punt by Lombardi, J. of 30 yards. Touchback.",Touchback
259361,3,310,3,5:52,YKW,7,13,COL,YKW,COL,4.0,1.0,COL,33.0,13.0,20.0,268.06020972358834,99.75147409970275,99.97610799187672,"Punt by Booter, A. of 33 yards. Touchback.",Touchback
32381,12,2909,3,4:02,YKW,7,24,AZ,YKW,AZ,4.0,1.0,AZ,32.0,12.0,20.0,266.180716487421,99.74660104283417,99.97610799187672,"Punt by Forfeit, N. of 32 yards. Touchback.",Touchback
198517,23,5622,1,3:09,COL,3,0,CHI,CHI,COL,4.0,3.0,COL,31.0,11.0,20.0,265.167628646498,99.73441840066273,99.97610799187672,"Punt by Sidekick (R), S. of 31 yards. Touchback.",Touchback
109185,18,4572,1,5:15,YKW,3,0,PHI,PHI,YKW,4.0,2.0,YKW,31.0,11.0,20.0,265.167628646498,99.73441840066273,99.97610799187672,"Punt by Frost (R), B. of 31 yards. Touchback.",Touchback
262261,3,324,1,7:47,COL,0,3,PHI,COL,PHI,4.0,2.0,PHI,31.0,11.0,20.0,265.167628646498,99.73441840066273,99.97610799187672,"Punt by Kicksit, B. of 31 yards. Touchback.",Touchback
271870,4,757,1,1:56,ARI,0,3,LV,ARI,LV,4.0,2.0,LV,31.0,11.0,20.0,265.167628646498,99.73441840066273,99.97610799187672,"Punt by Ronaldo, C. of 31 yards. Touchback.",Touchback
305656,7,1738,5,3:28,SJS,27,27,BAL,BAL,SJS,4.0,5.0,SJS,41.0,21.0,20.0,264.59240562401,99.72223575849131,99.97610799187672,"Punt by Turkleton, T. of 41 yards. Touchback.",Touchback
228141,24,6115,4,13:52,PHI,10,17,YKW,PHI,YKW,4.0,4.0,YKW,33.0,13.0,20.0,263.37764108608263,99.71736270162273,99.97610799187672,"Punt by Hunt (R), K. of 33 yards. Touchback.",Touchback
99005,17,4326,3,4:32,SJS,6,28,AZ,SJS,AZ,4.0,1.0,AZ,32.0,12.0,20.0,258.4707273763606,99.71248964475416,99.97610799187672,"Punt by Donaldson, N. of 32 yards. Touchback.",Touchback
339211,9,2362,3,5:55,YKW,17,23,OCO,YKW,OCO,4.0,3.0,OCO,32.0,12.0,20.0,256.7438331385864,99.70761658788558,99.97610799187672,"Punt by Forfeit, N. of 32 yards. Touchback.",Touchback
214910,24,6182,4,2:53,SAR,7,23,BAL,SAR,BAL,4.0,8.0,BAL,35.0,15.0,20.0,254.48721226115566,99.702743531017,99.97610799187672,"Punt by Small, J. of 35 yards. Touchback.",Touchback
27977,12,2888,4,12:16,OCO,17,9,BAL,BAL,OCO,4.0,4.0,OCO,34.0,14.0,20.0,253.72193312360054,99.69787047414843,99.97610799187672,"Punt by Turkleton, T. of 34 yards. Touchback.",Touchback
134579,19,4870,4,8:05,BAL,20,27,NO,BAL,NO,4.0,8.0,NO,34.0,14.0,20.0,251.19805742948614,99.69299741727986,99.97610799187672,"Punt by Brand, F. of 34 yards. Touchback.",Touchback
290447,6,1579,4,12:32,BAL,23,16,COL,COL,BAL,4.0,6.0,BAL,34.0,14.0,20.0,247.56144092260573,99.68812436041128,99.97610799187672,"Punt by Leg, P. of 34 yards. Touchback.",Touchback
130329,19,4850,4,9:15,AZ,27,17,SJS,SJS,AZ,4.0,1.0,AZ,37.0,17.0,20.0,243.91554636057137,99.68325130354272,99.97610799187672,"Punt by Bobby, K. of 37 yards. Touchback.",Touchback
244815,2,78,5,13:18,ARI,20,20,OCO,OCO,ARI,4.0,3.0,ARI,39.0,19.0,20.0,242.99894527517117,99.67837824667414,99.97610799187672,"Punt by Langdon, J. of 39 yards. Touchback.",Touchback
327227,8,1928,3,11:42,BAL,16,6,SJS,SJS,BAL,4.0,2.0,BAL,30.0,10.0,20.0,240.50336735318626,99.67350518980557,99.97610799187672,"Punt by Blewitt, I. of 30 yards. Touchback.",Touchback
238619,25,6378,4,2:00,HON,27,55,NO,HON,NO,4.0,6.0,NO,38.0,18.0,20.0,239.00647292915772,99.66863213293699,99.97610799187672,"Punt by Powers, V. of 38 yards. Touchback.",Touchback
214352,24,6180,2,10:09,CHI,3,10,COL,CHI,COL,4.0,5.0,COL,30.0,10.0,20.0,238.65086578184813,99.66132254763413,99.97610799187672,"Punt by Sidekick (R), S. of 30 yards. Touchback.",Touchback
233249,24,6091,1,0:50,PHI,0,7,COL,PHI,COL,4.0,5.0,COL,30.0,10.0,20.0,238.65086578184813,99.66132254763413,99.97610799187672,"Punt by Hunt (R), K. of 30 yards. Touchback.",Touchback
339690,9,2364,4,13:07,COL,21,7,PHI,PHI,COL,4.0,2.0,COL,34.0,14.0,20.0,234.72735128958914,99.65401296233127,99.97610799187672,"Punt by (R) Meoff, B. of 34 yards. Touchback.",Touchback
146754,20,4978,4,3:20,SJS,21,26,AZ,SJS,AZ,4.0,11.0,AZ,33.0,13.0,20.0,234.59969367752674,99.6491399054627,99.97610799187672,"Punt by Bobby, K. of 33 yards. Touchback.",Touchback
63994,15,3360,4,5:01,PHI,16,16,SJS,SJS,PHI,4.0,2.0,PHI,36.0,16.0,20.0,232.75135167989373,99.64426684859413,99.97610799187672,"Punt by Donaldson, N. of 36 yards. Touchback.",Touchback
85430,16,3915,3,3:53,OCO,17,6,COL,COL,OCO,4.0,6.0,OCO,30.0,10.0,20.0,232.10126513605312,99.63939379172555,99.97610799187672,"Punt by Anderson, A. of 30 yards. Touchback.",Touchback
91248,17,4289,3,12:06,COL,20,14,YKW,YKW,COL,4.0,1.0,COL,33.0,13.0,20.0,231.3928281929087,99.63452073485698,99.97610799187672,"Punt by Bobby (R), K. of 33 yards. Touchback.",Touchback
243753,2,93,4,3:43,LV,13,16,BAL,LV,BAL,4.0,6.0,BAL,39.0,19.0,20.0,227.6477914899239,99.6296476779884,99.97610799187672,"Punt by Blewitt, I. of 39 yards. Touchback.",Touchback
58689,14,3242,4,11:05,AZ,21,20,COL,COL,AZ,4.0,8.0,AZ,33.0,13.0,20.0,226.69395791507154,99.62477462111983,99.97610799187672,"Punt by Corbett, K. of 33 yards. Touchback.",Touchback
270105,4,748,4,6:47,PHI,19,28,LV,PHI,LV,4.0,4.0,LV,36.0,16.0,20.0,221.9707986569728,99.61990156425125,99.97610799187672,"Punt by Harris, S. of 36 yards. Touchback.",Touchback
298921,6,1618,2,13:17,OCO,13,7,PHI,PHI,OCO,4.0,3.0,OCO,32.0,12.0,20.0,220.97302387208165,99.61259197894839,99.97610799187672,"Punt by Harris, S. of 32 yards. Touchback.",Touchback
299725,6,1622,1,8:59,YKW,0,7,PHI,YKW,PHI,4.0,3.0,PHI,32.0,12.0,20.0,220.97302387208165,99.61259197894839,99.97610799187672,"Punt by Forfeit, N. of 32 yards. Touchback.",Touchback
136544,1,19,3,7:04,ARI,17,6,OCO,OCO,ARI,4.0,3.0,ARI,31.0,11.0,20.0,220.32450304914406,99.60528239364554,99.97610799187672,"Punt by Walsh, B. of 31 yards. Touchback.",Touchback
162801,21,5165,4,4:31,CHI,26,38,COL,CHI,COL,4.0,9.0,COL,35.0,15.0,20.0,219.36938163698795,99.60040933677696,99.97610799187672,"Punt by Espinosa, D. of 35 yards. Touchback.",Touchback
41888,13,3029,4,2:19,BAL,13,14,OCO,BAL,OCO,4.0,5.0,OCO,40.0,20.0,20.0,215.17140642512842,99.59553627990839,99.97212599052284,"Punt by Frost, A. of 40 yards. Touchback.",Touchback
24577,11,2725,4,10:34,AZ,27,16,SJS,SJS,AZ,4.0,8.0,AZ,32.0,12.0,20.0,214.22580284592118,99.59066322303981,99.97212599052284,"Punt by Corbett, K. of 32 yards. Touchback.",Touchback
283200,5,1400,4,10:36,PHI,12,24,OCO,PHI,OCO,4.0,7.0,OCO,32.0,12.0,20.0,213.5510049274606,99.58579016617124,99.97212599052284,"Punt by Harris, S. of 32 yards. Touchback.",Touchback
268674,4,742,3,10:01,LV,3,38,OCO,LV,OCO,4.0,1.0,OCO,32.0,12.0,20.0,212.69984198899766,99.58091710930266,99.97212599052284,"Punt by Gooney, W. of 32 yards. Touchback.",Touchback
234040,24,6094,4,2:05,NO,23,24,SJS,NO,SJS,4.0,7.0,SJS,38.0,18.0,20.0,210.88835138457534,99.57604405243409,99.97212599052284,"Punt by Prohaska, H. of 38 yards. Touchback.",Touchback
226561,24,6131,5,13:28,AUS,25,25,PHI,PHI,AUS,4.0,1.0,AUS,41.0,21.0,20.0,208.04693616676718,99.57117099556552,99.97212599052284,"Punt by Hunt (R), K. of 41 yards. Touchback.",Touchback
17175,11,2691,2,11:33,YKW,7,21,COL,YKW,COL,4.0,1.0,COL,32.0,12.0,20.0,207.16220988007655,99.56386141026266,99.97212599052284,"Punt by Forfeit, N. of 32 yards. Touchback.",Touchback
231165,24,6105,2,2:36,NO,13,3,AZ,AZ,NO,4.0,1.0,NO,32.0,12.0,20.0,207.16220988007655,99.56386141026266,99.97212599052284,"Punt by Jay-Jaymison, J. of 32 yards. Touchback.",Touchback
124944,19,4824,4,8:35,NO,17,10,SJS,SJS,NO,4.0,16.0,NO,31.0,11.0,20.0,206.95167506941957,99.5565518249598,99.97212599052284,"Punt by Bobby, K. of 31 yards. Touchback.",Touchback
304870,7,1735,4,4:47,AZ,26,34,OCO,AZ,OCO,4.0,5.0,OCO,39.0,19.0,20.0,206.44699907708835,99.55167876809122,99.97212599052284,"Punt by Jackson, D. of 39 yards. Touchback.",Touchback
218972,24,6166,3,9:30,NO,7,21,AUS,NO,AUS,4.0,3.0,AUS,31.0,11.0,20.0,206.0227182878754,99.54680571122265,99.97212599052284,"Punt by Prohaska, H. of 31 yards. Touchback.",Touchback
233183,24,6090,5,11:21,YKW,24,24,BAL,YKW,BAL,4.0,1.0,BAL,42.0,22.0,20.0,205.88118061442208,99.54193265435407,99.97212599052284,"Punt by Smalls, D. of 42 yards. Touchback.",Touchback
303912,7,1731,5,11:54,AZ,35,35,NO,NO,AZ,4.0,4.0,AZ,39.0,19.0,20.0,204.27656812255208,99.53705959748551,99.97212599052284,"Punt by Leg, P. of 39 yards. Touchback.",Touchback
87833,16,3926,4,8:57,PHI,34,31,SJS,SJS,PHI,4.0,6.0,PHI,37.0,17.0,20.0,200.78819200185023,99.53218654061693,99.96814398916895,"Punt by Donaldson, N. of 37 yards. Touchback.",Touchback
289965,5,1432,3,12:42,YKW,6,19,OCO,YKW,OCO,4.0,2.0,OCO,31.0,11.0,20.0,199.39838119998768,99.52731348374836,99.96814398916895,"Punt by Lombardi, J. of 31 yards. Touchback.",Touchback
120415,18,4626,3,12:57,BAL,14,6,YKW,YKW,BAL,4.0,5.0,BAL,31.0,11.0,20.0,199.24580275208584,99.52244042687978,99.96814398916895,"Punt by Donaldson, N. of 31 yards. Touchback.",Touchback
332060,9,2329,2,0:27,PHI,17,7,AZ,AZ,PHI,4.0,3.0,PHI,31.0,11.0,20.0,198.87572148487348,99.51756737001121,99.96814398916895,"Punt by Jackson, D. of 31 yards. Touchback.",Touchback
257325,3,301,2,8:15,SJS,10,7,OCO,OCO,SJS,4.0,6.0,SJS,31.0,11.0,20.0,198.87572148487345,99.51025778470834,99.96814398916895,"Punt by Sims, A. of 31 yards. Touchback.",Touchback
235752,25,6365,2,2:16,AUS,3,0,NY,NY,AUS,4.0,6.0,AUS,31.0,11.0,20.0,198.87572148487345,99.51025778470834,99.96814398916895,"Punt by Smalls, D. of 31 yards. Touchback.",Touchback
181743,22,5389,4,11:05,SJS,16,13,BAL,BAL,SJS,4.0,6.0,SJS,36.0,27.0,9.0,196.78294957905516,99.50294819940548,99.9601799864612,"Punt by Brand, F. of 27 yards. No return.",No return
318554,8,1888,3,11:38,AZ,3,7,COL,AZ,COL,4.0,1.0,COL,34.0,14.0,20.0,193.39789382971276,99.49807514253692,99.95619798510731,"Punt by Jackson, D. of 34 yards. Touchback.",Touchback
270301,4,749,3,0:23,BAL,9,38,YKW,BAL,YKW,4.0,2.0,YKW,34.0,14.0,20.0,192.72140789678835,99.49320208566834,99.95619798510731,"Punt by Turkleton, T. of 34 yards. Touchback.",Touchback
247820,2,88,2,6:54,OCO,14,9,LV,LV,OCO,4.0,1.0,OCO,34.0,14.0,20.0,191.81686100007087,99.48832902879977,99.95619798510731,"Punt by Blewitt, I. of 34 yards. Touchback.",Touchback
135586,19,4875,3,6:13,BAL,14,31,YKW,BAL,YKW,4.0,3.0,YKW,32.0,12.0,20.0,189.9865042523509,99.48345597193119,99.95619798510731,"Punt by Brand, F. of 32 yards. Touchback.",Touchback
149673,20,4992,4,12:47,NO,6,13,AZ,NO,AZ,4.0,2.0,AZ,37.0,17.0,20.0,186.69312511415268,99.47858291506262,99.95221598375343,"Punt by Prohaska (R), H. of 37 yards. Touchback.",Touchback
285292,5,1410,4,5:04,COL,20,24,SJS,COL,SJS,4.0,2.0,SJS,41.0,21.0,20.0,186.2107566921594,99.47370985819404,99.95221598375343,"Punt by Leg, P. of 41 yards. Touchback.",Touchback
81315,16,3895,3,1:51,PHI,17,27,AZ,PHI,AZ,4.0,6.0,AZ,32.0,12.0,20.0,185.3483277833138,99.46883680132547,99.95221598375343,"Punt by Frost, K. of 32 yards. Touchback.",Touchback
8087,10,2559,2,1:17,OCO,6,9,PHI,OCO,PHI,4.0,2.0,PHI,33.0,13.0,20.0,184.14418656006805,99.46152721602262,99.94823398239956,"Punt by Madlad, B. of 33 yards. Touchback.",Touchback
152293,20,5005,2,4:20,BAL,13,10,CHI,CHI,BAL,4.0,2.0,BAL,33.0,13.0,20.0,184.14418656006805,99.46152721602262,99.94823398239956,"Punt by Fulture, K. of 33 yards. Touchback.",Touchback
131841,19,4857,4,8:59,NO,17,27,CHI,NO,CHI,4.0,5.0,CHI,36.0,16.0,20.0,180.1365677328348,99.45421763071975,99.94823398239956,"Punt by Prohaska (R), H. of 36 yards. Touchback.",Touchback
180709,22,5384,4,0:40,AZ,24,24,OCO,AZ,OCO,4.0,6.0,OCO,38.0,18.0,20.0,179.0450550051495,99.44934457385118,99.94823398239956,"Punt by Jay-Jaymison, J. of 38 yards. Touchback.",Touchback
279059,5,1381,4,6:08,YKW,19,24,PHI,YKW,PHI,4.0,1.0,PHI,42.0,22.0,20.0,175.60883325617868,99.4444715169826,99.94823398239956,"Punt by Lombardi, J. of 42 yards. Touchback.",Touchback
110166,18,4576,4,10:35,COL,27,20,NO,NO,COL,4.0,5.0,COL,37.0,17.0,20.0,171.91367209516585,99.43959846011403,99.94425198104567,"Punt by Frost, A. of 37 yards. Touchback.",Touchback
102420,17,4342,4,4:10,NO,23,20,OCO,OCO,NO,4.0,2.0,NO,42.0,22.0,20.0,168.58743201137756,99.43472540324545,99.94026997969179,"Punt by Dasistwirklichseinnachname, A. of 42 yards. Touchback.",Touchback
210899,23,5682,3,10:50,SAR,2,14,PHI,SAR,PHI,4.0,2.0,PHI,32.0,12.0,20.0,168.31929552756222,99.42985234637688,99.94026997969179,"Punt by Small (R), J. of 32 yards. Touchback.",Touchback
174594,21,5222,3,11:03,AUS,10,13,NO,AUS,NO,4.0,4.0,NO,32.0,12.0,20.0,167.93597135807778,99.42497928950831,99.94026997969179,"Punt by Crisco, A. of 32 yards. Touchback.",Touchback
192555,22,5441,4,4:14,COL,17,16,YKW,YKW,COL,4.0,2.0,COL,42.0,22.0,20.0,167.56118903298756,99.42010623263974,99.94026997969179,"Punt by Smalls, D. of 42 yards. Touchback.",Touchback
54454,14,3222,4,5:02,OCO,17,10,AZ,AZ,OCO,4.0,11.0,OCO,34.0,14.0,20.0,167.32253808415444,99.41523317577116,99.94026997969179,"Punt by Jackson, D. of 34 yards. Touchback.",Touchback
36280,12,2927,4,6:37,PHI,24,24,COL,PHI,COL,4.0,2.0,COL,37.0,17.0,20.0,167.02621131220087,99.41036011890259,99.94026997969179,"Punt by Fulture, K. of 37 yards. Touchback.",Touchback
246336,2,79,1,7:18,SJS,0,7,OCO,SJS,OCO,4.0,5.0,OCO,32.0,12.0,20.0,165.72976790406122,99.39086789142829,99.93230597698403,"Punt by Nugent, A. of 32 yards. Touchback.",Touchback
18253,11,2696,1,3:06,SJS,0,7,AZ,SJS,AZ,4.0,6.0,AZ,32.0,12.0,20.0,165.72976790406122,99.39086789142829,99.93230597698403,"Punt by Corbett, K. of 32 yards. Touchback.",Touchback
